Session,Trial,Timestamp,Test String,Num Participants,Num Type Sessions,Avg Time,Avg Accuracy,Avg Time Delta,Avg Accuracy Delta,Slowest Time,Fastest Time,Least Accurate,Most Accurate,Worst Time Delta,Best Time Delta,Worst Accuracy Delta,Best Accuracy Delta
2,1,2018-09-07 10:34:57,This is a test of the emergency broadcast network,8,31,5.763043585416666,286.45833333333337,-0.338152,115.2,9.194711,0.724489,795.0,0.0,1.0290839999999992,-3.2292690000000004,-14.0,532.0
